Moth(position=[-55.938326705218444, 4.543065393596471, 35.30007017557511, 8.279440891127779, -47.436942815518464, 7.302099581482864, 6.3876659825386835, -2.4978314724275075, -61.05355708908921, -47.13399632234778], fitnessValue=4.804759440326408E-28)
Moth(position=[-55.93832670521848, 4.543065393596458, 35.300070175575115, 8.279440891127779, -47.43694281551844, 7.302099581482865, 6.387665982538688, -2.497831472427506, -61.0535570890892, -47.13399632234778], fitnessValue=1.6127497852088183E-27)
Moth(position=[-55.93832670521845, 4.543065393596465, 35.300070175575115, 8.279440891127777, -47.436942815518435, 7.302099581482865, 6.387665982538682, -2.497831472427506, -61.05355708908921, -47.133996322347784], fitnessValue=2.7416131578619365E-28)
Moth(position=[-55.938326705218444, 4.543065393596466, 35.300070175575115, 8.279440891127777, -47.43694281551845, 7.302099581482863, 6.387665982538681, -2.497831472427507, -61.0535570890892, -47.13399632234778], fitnessValue=2.2754093931869086E-28)
Moth(position=[-55.938326705218444, 4.543065393596468, 35.300070175575115, 8.279440891127775, -47.43694281551845, 7.302099581482862, 6.3876659825386835, -2.497831472427507, -61.0535570890892, -47.13399632234778], fitnessValue=2.455635162587583E-28)
Moth(position=[-55.93832670521846, 4.543065393596461, 35.300070175575115, 8.279440891127779, -47.43694281551845, 7.302099581482865, 6.387665982538677, -2.4978314724275057, -61.053557089089225, -47.13399632234779], fitnessValue=6.0935773700968845E-28)
Moth(position=[-55.93832670521845, 4.54306539359648, 35.30007017557511, 8.279440891127775, -47.43694281551845, 7.30209958148286, 6.387665982538687, -2.4978314724275084, -61.05355708908921, -47.13399632234774], fitnessValue=6.82259239412132E-27)
Moth(position=[-55.93832670521843, 4.543065393596459, 35.30007017557512, 8.279440891127779, -47.43694281551845, 7.302099581482865, 6.387665982538669, -2.497831472427506, -61.0535570890892, -47.13399632234779], fitnessValue=5.290689198302722E-28)
Moth(position=[-55.938326705218444, 4.543065393596471, 35.30007017557511, 8.279440891127775, -47.43694281551845, 7.302099581482862, 6.387665982538681, -2.4978314724275075, -61.05355708908921, -47.13399632234776], fitnessValue=1.761548356447516E-27)
Moth(position=[-55.93832670521846, 4.543065393596456, 35.30007017557512, 8.279440891127779, -47.43694281551845, 7.302099581482866, 6.3876659825386755, -2.4978314724275057, -61.05355708908922, -47.1339963223478], fitnessValue=1.11428507652659E-27)
Moth(position=[-55.938326705218444, 4.54306539359646, 35.30007017557512, 8.279440891127777, -47.43694281551845, 7.302099581482864, 6.387665982538686, -2.497831472427507, -61.05355708908917, -47.13399632234778], fitnessValue=2.071502372688328E-27)
Moth(position=[-55.93832670521845, 4.543065393596469, 35.300070175575115, 8.279440891127777, -47.43694281551845, 7.302099581482861, 6.38766598253868, -2.4978314724275066, -61.053557089089225, -47.13399632234778], fitnessValue=4.707124053759551E-28)
Moth(position=[-55.93832670521842, 4.543065393596476, 35.30007017557511, 8.279440891127775, -47.43694281551845, 7.30209958148286, 6.387665982538676, -2.4978314724275075, -61.05355708908922, -47.13399632234777], fitnessValue=1.5494390016866207E-27)
Moth(position=[-55.938326705218444, 4.543065393596452, 35.300070175575115, 8.279440891127779, -47.43694281551845, 7.3020995814828655, 6.38766598253867, -2.4978314724275066, -61.0535570890892, -47.13399632234779], fitnessValue=3.980542149303855E-28)
Moth(position=[-55.93832670521845, 4.543065393596473, 35.30007017557512, 8.279440891127775, -47.43694281551845, 7.302099581482862, 6.387665982538688, -2.4978314724275075, -61.05355708908921, -47.13399632234778], fitnessValue=3.9664942772959804E-28)
Moth(position=[-55.938326705218444, 4.543065393596464, 35.300070175575115, 8.279440891127777, -47.43694281551845, 7.302099581482864, 6.387665982538681, -2.4978314724275066, -61.0535570890892, -47.133996322347784], fitnessValue=5.935832852686159E-29)
Moth(position=[-55.93832670521844, 4.543065393596466, 35.300070175575115, 8.279440891127777, -47.43694281551845, 7.302099581482864, 6.387665982538676, -2.497831472427506, -61.05355708908921, -47.133996322347784], fitnessValue=5.826895047220185E-29)
Moth(position=[-55.938326705218415, 4.5430653935964695, 35.300070175575115, 8.279440891127777, -47.43694281551845, 7.302099581482864, 6.387665982538673, -2.497831472427507, -61.0535570890892, -47.133996322347784], fitnessValue=9.215119296861657E-28)
Moth(position=[-55.938326705218444, 4.543065393596463, 35.300070175575115, 8.279440891127777, -47.43694281551846, 7.302099581482864, 6.387665982538677, -2.497831472427507, -61.05355708908921, -47.133996322347784], fitnessValue=5.289940838736169E-29)
Moth(position=[-55.93832670521845, 4.543065393596462, 35.300070175575115, 8.279440891127777, -47.43694281551847, 7.302099581482865, 6.387665982538678, -2.497831472427506, -61.05355708908921, -47.133996322347784], fitnessValue=5.117413813108745E-28)
Moth(position=[-55.938326705218444, 4.543065393596464, 35.30007017557511, 8.279440891127777, -47.43694281551845, 7.302099581482863, 6.387665982538677, -2.497831472427506, -61.05355708908922, -47.133996322347784], fitnessValue=1.0594545819504466E-28)
Moth(position=[-55.93832670521846, 4.543065393596462, 35.30007017557513, 8.279440891127777, -47.43694281551845, 7.302099581482865, 6.38766598253868, -2.4978314724275066, -61.0535570890892, -47.13399632234778], fitnessValue=6.356149376163911E-28)
Moth(position=[-55.93832670521844, 4.543065393596456, 35.30007017557511, 8.279440891127779, -47.43694281551845, 7.302099581482866, 6.387665982538671, -2.497831472427506, -61.05355708908921, -47.1339963223478], fitnessValue=8.636412431484337E-28)
